Id,Group,Day
1,0,6
2,0,6
3,0,6
4,0,6
5,0,7
6,0,6
7,0,6
8,0,6
9,0,6
10,0,6
11,0,6
12,0,7
13,0,6
14,0,6
15,0,6
16,0,6
17,0,6
18,0,6
19,0,7
20,0,7
21,0,7
22,0,7
23,0,7
24,0,7
25,0,6
26,0,6
27,0,6
28,0,6
29,0,6
30,0,7
31,0,7
32,0,7
33,0,7
34,0,7
35,0,7
36,0,7
37,0,6
38,0,6
39,0,6
40,0,6
41,0,6
42,0,6
43,0,6
44,0,6
45,0,6
46,0,6
47,0,6
48,0,6
49,0,6
50,0,6
51,0,6
52,0,6
53,0,6
54,0,6
55,0,6
56,0,6
57,0,6
58,0,6
59,0,6
60,0,6
61,0,7
62,0,7
63,0,6
64,0,6
65,0,6
66,0,6
67,0,6
68,0,6
69,0,6
70,0,6
71,0,6
72,0,6
73,0,6
74,0,6
75,0,6
76,0,6
77,0,6
78,0,6
79,0,6
80,0,6
81,0,6
82,0,6
83,0,6
84,0,6
85,0,6
86,0,6
87,0,6
88,0,6
89,0,6
90,0,6
91,0,6
92,0,6
93,0,6
94,0,6
95,0,6
96,0,6
97,0,6
98,0,6
99,0,6
100,0,6
101,0,6
102,0,6
103,0,6
104,0,6
105,0,6
106,0,6
107,0,6
108,0,6
109,0,6
110,0,6
111,0,6
112,0,7
113,0,7
114,0,7
115,0,7
116,0,7
117,0,7
118,0,7
119,0,7
120,0,8
121,0,8
122,0,7
123,0,7
124,0,7
125,0,7
126,0,7
127,0,8
128,0,8
129,0,6
130,0,6
131,0,6
132,0,6
133,0,6
134,0,6
135,0,6
136,0,6
137,0,6
138,0,6
139,0,6
140,0,6
141,0,6
142,0,6
143,0,6
144,0,6
145,0,6
146,0,6
147,0,6
148,0,6
149,0,6
150,0,6
151,0,6
152,0,6
153,0,6
154,0,6
155,0,6
156,0,6
157,0,6
158,0,6
159,0,6
160,0,6
161,0,6
162,0,6
163,0,6
164,0,6
165,0,6
166,0,6
167,0,6
168,0,6
169,0,6
170,0,6
171,0,6
172,0,6
173,0,6
174,0,6
175,0,6
176,0,6
177,0,6
178,0,6
179,0,6
180,0,6
181,0,6
182,0,6
183,0,6
184,0,6
185,0,6
186,0,6
187,0,6
188,0,6
189,0,6
190,0,6
191,0,6
192,0,6
193,0,6
194,0,6
195,0,6
196,0,6
197,0,6
198,0,6
199,0,6
200,0,6
201,0,6
202,0,6
203,0,6
204,0,6
205,0,6
206,0,6
207,0,6
208,0,6
209,0,6
210,0,6
211,0,6
212,0,6
213,0,6
214,0,6
215,0,6
216,0,6
217,0,6
218,0,6
219,0,6
220,0,6
221,0,6
222,0,6
223,0,6
224,0,6
225,0,6
226,0,6
227,0,6
228,0,6
229,0,6
230,0,6
231,0,6
232,0,6
233,0,6
234,0,6
235,0,7
236,0,7
237,0,7
238,0,6
239,0,6
240,0,6
241,0,6
242,0,6
243,0,6
244,0,6
245,0,6
246,0,6
247,0,6
248,0,6
249,0,7
250,0,6
251,0,6
252,0,6
253,0,6
254,0,6
255,0,6
256,0,6
257,0,6
258,0,6
259,0,6
260,0,7
261,0,7
262,0,6
263,0,6
264,0,6
265,0,6
266,0,6
267,0,6
268,0,6
269,0,6
270,0,6
271,0,6
272,0,7
273,0,7
274,0,6
275,0,6
276,0,6
277,0,6
278,0,6
279,0,6
280,0,6
281,0,6
282,0,6
283,0,6
284,0,6
285,0,7
286,0,6
287,0,6
288,0,6
289,0,6
290,0,6
291,0,6
292,0,6
293,0,6
294,0,6
295,0,6
296,0,6
297,0,6
298,0,6
299,0,6
300,0,6
301,0,6
302,0,6
303,0,6
304,0,6
305,0,6
306,0,6
307,0,6
308,0,6
309,0,6
310,0,6
311,0,6
312,0,6
313,0,6
314,0,6
315,0,6
316,0,6
317,0,6
318,0,6
319,0,6
320,0,7
321,0,7
322,0,7
323,0,7
324,0,6
325,0,6
326,0,6
327,0,6
328,0,6
329,0,6
330,0,6
331,0,6
332,0,6
333,0,6
334,0,6
335,0,6
336,0,6
337,0,6
338,0,6
339,0,6
340,0,6
341,0,6
342,0,6
343,0,6
344,0,6
345,0,6
346,0,6
347,0,6
348,0,7
349,0,7
350,0,6
351,0,6
352,0,6
353,0,6
354,0,6
355,0,6
356,0,6
357,0,6
358,0,6
359,0,6
360,0,6
361,0,6
362,0,6
363,0,6
364,0,6
365,0,6
366,0,6
367,0,6
368,0,6
369,0,6
370,0,6
371,0,6
372,0,6
373,0,6
374,0,6
375,0,6
376,0,6
377,0,6
378,0,6
379,0,6
380,0,6
381,0,6
382,0,6
383,0,6
384,0,6
385,0,6
386,0,6
387,0,6
388,0,6
389,0,6
390,0,6
391,0,6
392,0,6
393,0,6
394,0,6
395,0,6
396,0,6
397,0,7
398,0,6
399,0,6
400,0,6
401,0,6
402,0,6
403,0,6
404,0,6
405,0,7
406,0,7
407,0,7
408,0,7
409,0,7
410,0,6
411,0,6
412,0,6
413,0,6
414,0,6
415,0,6
416,0,6
417,0,7
418,0,7
419,0,7
420,0,7
421,0,7
422,0,6
423,0,7
424,0,7
425,0,7
426,0,7
427,0,7
428,0,7
429,0,7
430,0,7
431,0,7
432,0,7
433,0,7
434,0,6
435,0,6
436,0,6
437,0,6
438,0,6
439,0,6
440,0,6
441,0,6
442,0,6
443,0,6
444,0,6
445,0,6
446,0,6
447,0,6
448,0,6
449,0,6
450,0,6
451,0,6
452,0,6
453,0,6
454,0,6
455,0,6
456,0,6
457,0,7
458,0,6
459,0,6
460,0,6
461,0,6
462,0,6
463,0,6
464,0,6
465,0,6
466,0,6
467,0,6
468,0,6
469,0,6
470,0,6
471,0,6
472,0,6
473,0,6
474,0,6
475,0,6
476,0,6
477,0,6
478,0,6
479,0,6
480,0,6
481,0,6
482,0,6
483,0,6
484,0,6
485,0,6
486,0,6
487,0,6
488,0,6
489,0,6
490,0,6
491,0,6
492,0,6
493,0,6
494,0,6
495,0,6
496,0,6
497,0,6
498,0,6
499,0,6
500,0,6
501,0,6
502,0,6
503,0,6
504,0,6
505,0,6
506,0,6
507,0,6
508,0,6
509,0,6
510,0,6
511,0,6
512,0,6
513,0,6
514,0,6
515,0,6
516,0,6
517,0,6
518,0,6
519,0,6
520,0,6
521,0,6
522,0,6
523,0,6
524,0,6
525,0,6
526,0,6
527,0,6
528,0,6
529,0,6
530,0,6
531,0,6
532,0,6
533,0,6
534,0,6
535,0,6
536,0,6
537,0,6
538,0,6
539,0,6
540,0,6
541,0,6
542,0,6
543,0,6
544,0,6
545,0,6
546,0,6
547,0,6
548,0,6
549,0,6
550,0,6
551,0,6
552,0,6
553,0,6
554,0,6
555,0,6
556,0,6
557,0,8
558,0,8
559,0,7
560,0,7
561,0,7
562,0,7
563,0,7
564,0,7
565,0,7
566,0,7
567,3,6
568,3,6
569,3,6
570,3,6
571,3,6
572,3,6
573,3,6
574,3,6
575,3,6
576,3,6
577,3,6
578,3,7
579,3,6
580,3,6
581,3,6
582,3,6
583,3,6
584,3,6
585,3,6
586,3,6
587,3,6
588,3,6
589,3,6
590,3,6
591,3,6
592,3,6
593,3,6
594,3,6
595,3,6
596,3,6
597,3,7
598,3,8
599,3,7
600,3,7
601,3,8
602,3,6
603,3,6
604,3,6
605,3,6
606,3,6
607,3,6
608,3,6
609,3,6
610,3,6
611,3,6
612,3,6
613,3,6
614,3,6
615,3,6
616,3,6
617,3,6
618,3,6
619,3,6
620,3,6
621,3,6
622,3,6
623,3,6
624,3,6
625,3,7
626,3,6
627,3,6
628,3,6
629,3,6
630,3,6
631,3,6
632,3,6
633,3,6
634,3,6
635,3,6
636,3,6
637,3,6
638,3,6
639,3,6
640,3,6
641,3,6
642,3,6
643,3,6
644,3,6
645,3,6
646,3,6
647,3,6
648,3,6
649,3,6
650,3,6
651,3,6
652,3,6
653,3,6
654,3,6
655,3,6
656,3,6
657,3,6
658,3,7
659,3,7
660,3,6
661,3,6
662,3,6
663,3,6
664,3,6
665,3,6
666,3,6
667,3,6
668,3,6
669,3,6
670,3,6
671,3,7
672,3,6
673,3,6
674,3,6
675,3,6
676,3,6
677,3,6
678,3,6
679,3,6
680,3,6
681,3,6
682,3,6
683,3,7
684,3,6
685,3,6
686,3,6
687,3,6
688,3,6
689,3,6
690,3,6
691,3,6
692,3,6
693,3,6
694,3,6
695,3,6
696,3,6
697,3,6
698,3,6
699,3,6
700,3,6
701,3,6
702,3,6
703,3,6
704,3,6
705,3,6
706,3,6
707,3,7
708,3,6
709,3,6
710,3,6
711,3,6
712,3,6
713,3,6
714,3,6
715,3,6
716,3,6
717,3,6
718,3,6
719,3,6
720,3,6
721,3,6
722,3,6
723,3,6
724,3,6
725,3,6
726,3,6
727,3,6
728,3,6
729,3,6
730,3,6
731,3,6
732,3,6
733,3,6
734,3,7
735,3,7
736,3,7
737,3,7
738,3,7
739,3,7
740,3,7
741,3,7
742,3,8
743,3,8
744,3,6
745,3,6
746,3,6
747,3,6
748,3,6
749,3,6
750,3,6
751,3,6
752,3,6
753,3,6
754,3,6
755,3,6
756,6,7
757,6,7
758,6,7
759,6,8
760,6,8
761,6,10
762,6,10
763,6,7
764,6,7
765,6,7
766,6,7
767,6,7
768,6,8
769,6,10
770,6,6
771,6,6
772,6,6
773,6,6
774,6,6
775,6,6
776,6,6
777,6,6
778,6,6
779,6,6
780,6,6
781,6,6
782,6,7
783,6,7
784,6,7
785,6,7
786,6,7
787,6,8
788,6,8
789,6,7
790,6,8
791,6,8
792,6,8
793,6,8
794,6,8
795,6,8
796,6,8
797,6,9
798,6,9
799,6,9
800,6,9
801,6,7
802,6,7
803,6,7
804,6,7
805,6,6
806,6,6
807,6,6
808,6,6
809,6,7
810,6,7
811,6,7
812,6,7
813,6,7
814,6,8
815,6,8
816,6,9
817,6,6
818,6,6
819,6,6
820,6,8
821,6,8
822,6,8
823,6,9
824,6,9
825,6,9
826,6,9
827,6,8
828,6,9
829,6,9
830,6,9
831,6,9
832,6,9
833,6,9
834,6,9
835,6,9
836,6,6
837,6,6
838,6,6
839,6,7
840,6,7
841,6,7
842,6,7
843,6,6
844,6,6
845,6,6
846,6,7
847,6,7
848,6,7
849,6,7
850,6,7
851,6,7
852,6,8
853,6,8
854,6,6
855,6,6
856,6,6
857,6,6
858,6,6
859,6,7
860,6,8
861,6,8
862,6,8
863,6,6
864,6,6
865,6,6
866,6,6
867,6,6
868,6,7
869,6,7
870,6,7
871,6,8
872,6,6
873,6,6
874,6,6
875,6,6
876,6,6
877,6,6
878,6,6
879,6,7
880,6,7
881,6,7
882,6,7
883,6,6
884,6,6
885,6,6
886,6,6
887,6,6
888,6,6
889,6,7
890,6,7
891,6,7
892,6,7
893,6,6
894,6,6
895,6,6
896,6,6
897,6,6
898,6,6
899,6,6
900,6,6
901,6,7
902,6,7
903,6,7
904,6,6
905,6,6
906,6,6
907,6,6
908,6,6
909,6,6
910,6,6
911,6,6
912,6,7
913,6,7
914,6,6
915,6,6
916,6,6
917,6,6
918,6,6
919,6,7
920,6,7
921,6,7
922,6,7
923,6,7
924,6,7
925,6,6
926,6,6
927,6,6
928,6,6
929,6,6
930,6,7
931,6,7
932,6,7
933,6,7
934,6,7
935,6,7
936,6,7
937,6,6
938,6,6
939,6,7
940,6,7
941,6,7
942,6,7
943,6,7
944,6,7
945,6,6
946,6,7
947,6,7
948,6,7
949,6,7
950,6,7
951,6,6
952,6,6
953,6,6
954,6,7
955,6,7
956,6,7
957,6,6
958,6,6
959,6,6
960,6,6
961,6,7
962,6,8
963,6,6
964,6,6
965,6,6
966,6,7
967,6,7
968,6,7
969,6,7
970,6,6
971,6,6
972,6,6
973,6,7
974,6,7
975,6,7
976,6,6
977,6,6
978,6,6
979,6,6
980,6,6
981,6,6
982,6,6
983,6,7
984,6,7
985,6,6
986,6,6
987,6,6
988,6,6
989,6,6
990,6,6
991,6,6
992,6,7
993,9,7
994,9,7
995,9,7
996,9,7
997,9,7
998,9,7
999,9,7
1000,9,8
1001,9,8
1002,9,8
1003,9,9
1004,9,7
1005,9,7
1006,9,7
1007,9,8
1008,9,8
1009,9,8
1010,9,8
1011,9,9
1012,9,7
1013,9,8
1014,9,8
1015,9,8
1016,9,8
1017,9,8
1018,9,8
1019,9,6
1020,9,7
1021,9,7
1022,9,7
1023,9,7
1024,9,7
1025,9,7
1026,9,8
1027,9,6
1028,9,6
1029,9,7
1030,9,7
1031,9,8
1032,9,8
1033,9,8
1034,9,9
1035,9,7
1036,9,7
1037,9,7
1038,9,7
1039,9,7
1040,9,7
1041,9,6
1042,9,7
1043,9,6
1044,9,7
1045,9,6
1046,9,8
1047,9,6
1048,9,8
1049,9,7
1050,9,7
1051,9,8
1052,9,9
1053,9,10
1054,9,7
1055,9,7
1056,9,8
1057,9,8
1058,9,9
1059,9,9
1060,9,7
1061,9,8
1062,9,9
1063,9,10
1064,9,7
1065,9,7
1066,9,8
1067,9,6
1068,9,10
1069,9,7
1070,9,7
1071,9,8
1072,9,7
1073,9,8
1074,9,8
1075,9,7
1076,9,7
1077,9,7
1078,9,8
1079,9,7
1080,9,8
1081,9,7
1082,9,7
1083,9,7
1084,9,8
1085,9,8
1086,9,7
1087,9,8
1088,9,9
1089,9,8
1090,9,9
1091,9,8
1092,9,8
1093,9,8
1094,9,8
1095,9,10
